id,buyerName,lenderName,address,city,saleDate,saleValue,loanAmount
1,HARMONY DESIGN LLC,RCN CAPITAL LLC,1301 LANCASTER AVE,WILMINGTON,2025-06-30,147200,140700
2,LIBERTY ONE HOMES LLC,HARD MONEY NJ LLC,13 BRADY CIR,MIDDLETOWN,2025-06-30,180000,220000
3,SALEM HVAC LLC,SHALLCROSS MORTGAGE COMPANY,110 W 24TH ST,WILMINGTON,2025-06-30,80000,150000
4,04M HOLDINGS LLC,BEELINE LOANS INC,12 EDGEBROOKE WAY,NEWARK,2025-06-30,275000,178750
5,BENGOL REAL ESTATES GROUP LLC,SHALLCROSS MORTGAGE COMPANY,120 COMMONWEALTH AVE,CLAYMONT,2025-06-30,280000,280000
6,RNB INVESTMENTS LLC,VONTIVE INC,37318 KESTREL WAY,OCEAN VIEW,2025-06-30,465000,418500
7,LSANDRITH LLC,SHALLCROSS MORTGAGE COMPANY,3210 FERNWOOD PL,WILMINGTON,2025-06-27,167000,200000
8,DBF GENERAL CONTRACTING LLC,SHALLCROSS MORTGAGE COMPANY,318 ATKINSON RD,WILMINGTON,2025-06-27,165000,210000
9,CRASH BOAT LLC,BELL ISLAND MORTGAGE INC,347 FAIRWAY LN,DAGSBORO,2025-06-27,285000,435000
10,GEORGETOWN OFFICES P2 LLC,STATE BANK,,GEORGETOWN,2025-06-27,2050000,1575000
11,HH CONTRIBUTION LLC,RFLF 4 LLC,51 VERDI CIR,NEWARK,2025-06-26,187000,218000
12,CAPSTONE HOMES LLC,COUNTY BANK,26030 HAYFIELD LN,MILLSBORO,2025-06-26,77000,245250
13,CAPSTONE HOMES LLC,COUNTY BANK,26018 HAYFIELD LN,MILLSBORO,2025-06-26,77000,226500
14,CAPSTONE HOMES LLC,COUNTY BANK,26006 HAYFIELD LN,MILLSBORO,2025-06-26,77000,226500
15,ZAHRAREALTY LLC,KIAVI FUNDING INC,760 E LOOCKERMAN ST,DOVER,2025-06-25,189500,173500
16,RHR HOLDINGS LLC,SPG CAPITAL FUND I LLC,833 W 5TH ST,WILMINGTON,2025-06-25,85000,130000
17,PRIORITY ONE REAL ESTATE SERVICES LLC,SHALLCROSS MORTGAGE COMPANY,125 E LAKE ST,MIDDLETOWN,2025-06-25,145000,210000
18,OIKOS PROPERTY INVESTMENTS LLC,STRATEGIC GROWTH CAPITAL LLC,23118 ARGOS CORNER RD,MILFORD,2025-06-25,125000,127200
19,BROADKILL VENTURES LLC,STONE JESSICA,34626 SAINT GEORGE RD,DELMAR,2025-06-25,100000,110000
20,PFL PROPERTIES LLC,STONE JESSICA,201 OLD MILL RD,DOVER,2025-06-24,200000,210000
21,TIMELESSFINDS LLC,NATIONAL LOAN FUNDING LLC,510 FOULK RD,WILMINGTON,2025-06-24,307000,357000
22,RBJ HOMES LLC,SPG CAPITAL FUND I LLC,1208 CONRAD ST,WILMINGTON,2025-06-24,50000,105000
23,SEAL ENTERPRISE LLC,STONE BAY HOLDINGS II LLC,1207 CONRAD ST,WILMINGTON,2025-06-24,50000,146000
24,DARERGO PROPERTIES LLC,ROMI CAPITAL LLC,38 WINBURNE DR,NEW CASTLE,2025-06-24,153240,180000
25,BIGG JIMS HOMES LLC,DOMINION FIN'L SERVICES LLC,36950 WELLS LN,MILLSBORO,2025-06-24,177000,262000
26,CABAZZA REALTY GROUP LLC,SHALLCROSS MORTGAGE COMPANY,56 S NEW ST,DOVER,2025-06-23,70000,150000
27,BROADKILL VENTURES LLC,STONE JESSICA,18406 PROGRESS SCHOOL RD,BRIDGEVILLE,2025-06-23,81000,80000
28,BIGG JIMS HOMES LLC,DOMINION FIN'L SERVICES LLC,2830 WOODYARD RD,HARRINGTON,2025-06-20,200000,273000
29,BRIGHTNOVA INC,COMMERCIAL LENDER LLC,421 E 2ND ST,WILMINGTON,2025-06-20,100000,152000
30,RIA ENTERPRISES INC,HARD MONEY NJ LLC,18 DENHAM AVE,CLAYMONT,2025-06-20,140000,120000
31,CARMA GROUP LLC,RCN CAPITAL LLC,108 HUNN RD,NEW CASTLE,2025-06-20,220000,243750
32,RVN SOLUTIONS LLC,PROSPERITY HOME MORTGAGE LLC,10 JAMES CT,NEWARK,2025-06-20,255000,204000
33,BIGG JIMS HOMES LLC,COOLDOG INVESTMENTS LLC,24532 DEEP BRANCH RD,GEORGETOWN,2025-06-20,162500,262500
34,TRATRAN LLC,BLUE GATE CAPITAL LLC,11 BENNETT POINT LN,OCEAN VIEW,2025-06-20,555000,416250
35,SEPA INVEST LLC,WHITE HARBOR LLC,402 MAPLE AVE,NEWPORT,2025-06-19,100000,193000
36,NAVY REAL ESTATE LLC,RFLF 4 LLC,557 BLACKBIRD GREENSPRING RD,SMYRNA,2025-06-18,250000,341250
37,DELAWARE AVE LLC,FIRST CITIZENS COMMUNITY BANK,3314 SILVERSIDE RD,WILMINGTON,2025-06-18,1300000,975000
38,DELAWARE AVE LLC,FIRST CITIZENS COMMUNITY BANK,3308 SILVERSIDE RD,WILMINGTON,2025-06-18,1300000,975000
39,DELAWARE AVE LLC,FIRST CITIZENS COMMUNITY BANK,2320 SHIPLEY RD,WILMINGTON,2025-06-18,1300000,975000
40,ZAHRA REALTY LLC,KIAVI FUNDING INC,102 KENWOOD LN,WILMINGTON,2025-06-17,212000,233300
41,NAVY REAL ESTATE LLC,RFLF 4 LLC,32 COLBY AVE,CLAYMONT,2025-06-17,80000,154400
42,MEJIA CONSTRUCTION LLC,BRRRR FUNDER LLC,52 CHADDWYCK BLVD,NEW CASTLE,2025-06-17,379500,303600
43,IMPERIO ENTERPRISES LLC,KIAVI FUNDING INC,2 HAZEL AVE,WILMINGTON,2025-06-16,215000,260500
44,WINSLOW DESIGN LLC,PAS MORTGAGE INC,25031 SALTWATER CIR,SELBYVILLE,2025-06-16,419200,427500
45,HASEB ENTERPRISE LLC,HAILSTONE JAMES,119 MECHANIC ST,HARRINGTON,2025-06-13,101000,152000
46,JOHNSON CAPITAL GROUP LLC,OUT EAST HOLDINGS LLC,621 E 22ND ST,WILMINGTON,2025-06-13,125000,165000
47,AMCAN CONSULTING LLC,RFLF 4 LLC,215 ALDERS DR,WILMINGTON,2025-06-13,300000,315000
48,NEXCASA PARTNERS LLC,ROSS CAPITAL PARTNERS LLC,1112 READ ST,WILMINGTON,2025-06-12,115000,160000
49,JJPI HOMES LLC,ROSS CAPITAL PARTNERS LLC,101 W 27TH ST,WILMINGTON,2025-06-12,137500,169000
50,211 NORFOLK LLC,ARTISANS' BANK,211 NORFOLK ST,REHOBOTH BEACH,2025-06-12,1875000,1835000
51,LPF 2017 LLC,ICE LENDER HOLDINGS LLC,2705 SPEAKMAN PL,WILMINGTON,2025-06-11,125000,152790
52,1522 W 7TH ST ASSOCIATES LLC,SHALLCROSS MORTGAGE COMPANY,1522 W 7TH ST,WILMINGTON,2025-06-11,420000,460000
53,BRIGHTNOVA INC,COMMERCIAL LENDER LLC,1818 W 4TH ST,WILMINGTON,2025-06-09,125000,165000
54,TASKI LLC,BANK OF OCEAN CITY,37231 SAND DOLLAR LN,SELBYVILLE,2025-06-09,760000,170000
55,MEADOW LANE INVESTMENT LLC,PROSPERITY HOME MORTGAGE LLC,33790 FREEPORT DR,LEWES,2025-06-09,589900,320500
56,APPLETON ENTERPRISES LLC,UNITED WHOLESALE MORTGAGE LLC,715 LEHIGH RD,NEWARK,2025-06-06,380000,273750
57,NAVY REAL ESTATE 4 LLC,RFLF 4 LLC,600 N BROOM ST,WILMINGTON,2025-06-06,450000,448000
58,UPPER ROOM GROUP LLC,KIAVI FUNDING INC,17 ALVIL RD,WILMINGTON,2025-06-06,195000,243800
59,BLU BIRD HOLDINGS INC,LARRYS LATE NIGHT LENDING LLC,206 WHITHERSPOON LN,NEWARK,2025-06-06,155000,215000
60,NEST RE LLC,RRR GROUP INC,2701 JESSUP ST,WILMINGTON,2025-06-06,78000,118000
61,FRIULI BUILDING GROUP LLC,AAR LENDING LLC,609 SOUTH ST,HISTORIC NEW CASTLE,2025-06-06,195000,210000
62,CELIS HOMES LLC,KIAVI FUNDING INC,730 E 22ND ST,WILMINGTON,2025-06-06,110000,130500
63,PIZARRO & SONS PROPERTIES LLC,ROSS CAPITAL PARTNERS LLC,415 N CLAYTON ST,WILMINGTON,2025-06-06,115000,138000
64,JJPI HOMES LLC,ROSS CAPITAL PARTNERS LLC,407 TOWNSEND ST,WILMINGTON,2025-06-06,150000,150000
65,NASSAU GENERAL CONSULTING LLC,MORGAN STANLEY PVT BANK NA,4 BRITTANY LN,LEWES,2025-06-06,1350000,877500
66,CMORRIS CASTLE INC,UNITED WHOLESALE MORTGAGE LLC,34 N NEW ST,DOVER,2025-06-05,225000,168750
67,REIGN REALTY LLC,ARTISANS' BANK,2909 LANCASTER AVE,WILMINGTON,2025-06-05,485000,388000
68,J STEVENS CONSTRUCTION INC,KNOTHE MARY,6 WORRAL CT,NEWARK,2025-06-05,297575,387000
69,MORET PROPERTIES LLC,ROSS CAPITAL PARTNERS LLC,123 RODNEY DR,NEW CASTLE,2025-06-05,195000,235000
70,MID-ATLANTIC HOLDINGS LLC,S D MORTGAGE GROUP LLC,113 COMANCHE CIR,MILLSBORO,2025-06-05,299000,224250
71,KILEY ROSE PROPERTIES LLC,BPL MORTGAGE LLC,110 BIRCH AVE,WILMINGTON,2025-06-04,175000,140000
72,UNIFIED MINDS LLC,VISTA POINT MORTGAGE LLC,122 VINCENT CIR,MIDDLETOWN,2025-06-04,272501,204375
73,SALEM HVAC LLC,SHALLCROSS MORTGAGE COMPANY,204 KIAMENSI RD,WILMINGTON,2025-06-04,150000,260000
74,DYNAMIC PROPERTY SOLUTIONS LLC,BAQI SEYAR,16439 POLK RD,BRIDGEVILLE,2025-06-04,155000,190000
75,MOLECULAR IMAGING SERVICES INTERNATIONAL LLC,WILMINGTON SVG FUND SOCIETY F,23 MARINA VIEW CT,BETHANY BEACH,2025-06-04,737000,589600
76,ECUA CORP,DARKOW LORI,2004 N JEFFERSON ST,WILMINGTON,2025-06-03,175000,220000
77,SEPA INVEST LLC,WHITE HARBOR LLC,1904 GARFIELD AVE,WILMINGTON,2025-06-03,165000,235000
78,SOBROOK LLC,ARTISANS' BANK,37419 5TH ST,REHOBOTH BEACH,2025-06-03,750000,500000
79,1612 N UNION ST ASSOCIATES LLC,SHALLCROSS MORTGAGE COMPANY,1612 N UNION ST,WILMINGTON,2025-06-02,285000,310000
80,ULTRA CONSTRUCTION LLC,CAMAPLAN,802 E 22ND ST,WILMINGTON,2025-06-02,92000,100000
81,DELAWARE CONTRACTS LLC,LARRYS LATE NIGHT LENDING LLC,208 HARDING AVE,WILMINGTON,2025-06-02,150000,190000
82,AJAX GUS BGB LLC,ASCHENBACH THOMAS,658 TINGLE AVE,BETHANY BEACH,2025-06-02,999000,1000000
83,J & S BASLER INVESTMENTS LLC,NATIONAL LOAN FUNDING LLC,57 GLENN FOREST RD,MAGNOLIA,2025-05-30,210000,216000
84,DESTROY & REPAIR LLC,SHALLCROSS MORTGAGE COMPANY,1627 LANCASTER AVE,WILMINGTON,2025-05-30,100000,150000
85,APURE LLC,SHALLCROSS MORTGAGE COMPANY,48 CHIPPENDALE CIR,NEWARK,2025-05-30,165000,265000
86,BIGG JIMS HOMES LLC,CAMA SDIRA LLC,18078 BEACH HWY,ELLENDALE,2025-05-30,108000,199000
87,BARKSDALES INVESTMENT GROUP LLC,SHALLCROSS MORTGAGE COMPANY,632 MARSHALL ST,MILFORD,2025-05-30,155000,230000
88,JRO LLC,STONE JESSICA,310 HENRY COWGILL RD,CAMDEN WYOMING,2025-05-29,60000,75000
89,CK PROPERTY SOLUTIONS LLC,PIPER PROPERTIES LLC,924 CLYDESDALE DR,BEAR,2025-05-29,250000,200000
90,RALLY PROPERTY SOLUTIONS LTD,RFLF 4 LLC,4404 MILLER RD,WILMINGTON,2025-05-29,301000,344350
91,FAMILIES THRIVING LLC,SHALLCROSS MORTGAGE COMPANY,1325 VANDEVER AVE,WILMINGTON,2025-05-29,79000,130000
92,UPPER ROOM GROUP LLC,SPELL THOMAS,25 KOLLMAN DR,NEWARK,2025-05-28,190000,150000
93,ORANGE OWL LLC,SILVER HILL FUNDING LLC,10 OSPREY LN,MIDDLETOWN,2025-05-28,350000,420000
94,IMPERIO ENTERPRISES LLC,LOAN FUNDER LLC SERIES 103154,2704 LANCASTER AVE,WILMINGTON,2025-05-28,304000,228000
95,ELNOW LLC,ARDRI LLC,29174 OCEAN RD UNIT 105,BETHANY BEACH,2025-05-28,950000,665000
96,MAST HOMES LLC,DOMINION FIN'L SERVICES LLC,1465 MILLINGTON RD,CLAYTON,2025-05-23,122000,177000
97,NOLTE REALTY INC,DELAWARE INV SERVICES INC,8 VERSAILLES CT,NEWARK,2025-05-23,184500,242500
98,GREENPHREY PROPERTIES LLC,BLUEBIRD LENDING LLC,35 COLE BLVD,MIDDLETOWN,2025-05-23,208000,166400
99,WV MARKET LLC,FIRSTLOANS INC,2220 N MARKET ST,WILMINGTON,2025-05-23,280000,224000
100,RBJ HOMES LLC,OUT EAST HOLDINGS LLC,1213 VANDEVER AVE,WILMINGTON,2025-05-23,75000,115000
101,UPPER ROOM GROUP LLC,KIAVI FUNDING INC,4 WHITE DR,NEWARK,2025-05-23,250000,306700
102,BRICKHOUSE RENTALS LLC,LINKBANK,18471 BETHPAGE DR,LEWES,2025-05-23,477600,358200
103,NEXCASA PARTNERS LLC,CV3 FINANCIAL SERVICES LLC,528 N MONROE ST,WILMINGTON,2025-05-22,92000,124182
104,JJPI HOMES LLC,ROSS CAPITAL PARTNERS LLC,224 W 29TH ST,WILMINGTON,2025-05-22,132500,178000
105,BW KNOX INVESTMENT PROPERTIES LLC,BOYD PROPERTIES LLC,100 PARK AVE,SEAFORD,2025-05-22,700000,525000
106,PIONEER TEAM LLC,LENDINGONE LLC,719 W 38TH ST,WILMINGTON,2025-05-21,220000,226500
107,KRP PROPERTIES LLC,BPL MORTGAGE LLC,1407 BANNING ST,WILMINGTON,2025-05-21,268500,214800
108,KRP PROPERTIES LLC,BPL MORTGAGE LLC,1405 BANNING ST,WILMINGTON,2025-05-21,268500,214800
109,BROADKILL VENTURES LLC,STONE JESSICA,411 KING ST,LAUREL,2025-05-21,134990,135000
110,J STEVENS CONSTRUCTION INC,KNOTHE MARY,506 CAMBRIDGE DR,NEWARK,2025-05-20,367450,459000
111,SH REAL ESTATE GROUP LLC,SHALLCROSS MORTGAGE COMPANY,43 S CANNON DR,WILMINGTON,2025-05-20,82500,120000
112,AL-LATIF FARMS LLC,HORIZON FARM CREDIT ACA,26975 WIDEN WAY,GEORGETOWN,2025-05-20,3100000,635000
113,AL-LATIF FARMS LLC,HORIZON FARM CREDIT ACA,26961 WIDEN WAY,GEORGETOWN,2025-05-20,3100000,635000
114,HNB INVESTMENT PROPERTIES LLC,DOMINION FIN'L SERVICES LLC,123 10TH ST,DOVER,2025-05-19,80000,180000
115,ASHVIN ABODE LLC,LENDINGONE LLC,6 W BRADYS LN,DOVER,2025-05-19,250000,200000
116,TCB INVESTORS LLC,FEDALE GLENN,202 E 39TH ST,WILMINGTON,2025-05-19,190000,210000
117,SPRINGFIELD LLC,HAILSTONE JAMES,4 FESTIVAL CT,NEWARK,2025-05-16,247000,340000
118,CONAWAY ENTERPRISES EC LLC,SHORE UNITED BANK NA,65 KENNARD DR,NEWARK,2025-05-16,365000,237250
119,MMA RENTALS LLC,SHAKHSHIR SANDRA,330 NEW CASTLE AVE,WILMINGTON,2025-05-16,300000,150000
120,BIG MUSCLES AND REAL ESTATE LLC,ABL RPC RESID CR ACQUISITION L,1305 CLAYTON RD,WILMINGTON,2025-05-16,180000,144000
121,RENDY PROPERTY INVESTMENT ECT LLC,WILGUS FINANCIAL LLC,25656 R AND B VILLA,SEAFORD,2025-05-16,200000,220000
122,YSCM FLOORING LLC,VREKEN THERESA,273 ACORN LN,DOVER,2025-05-15,180000,217000
123,ECUA CORPORATION,SHALLCROSS MORTGAGE COMPANY,225 W 17TH ST,WILMINGTON,2025-05-15,185000,210000
124,YALIN SERVICES LLC,LIMA ONE CAPITAL LLC,1524 CLELAND CRSE,WILMINGTON,2025-05-15,183475,135771
125,SALEM HVAC LLC,SHALLCROSS MORTGAGE COMPANY,33 DALLAS RD,NEW CASTLE,2025-05-15,140000,175000
126,GREEN FLASH II LLC,HOMESOURCE PRO CAPITAL LLC,4672 DUPONT PKWY,TOWNSEND,2025-05-14,250000,230000
127,BRIGHTNOVA INC,COMMERCIAL LENDER LLC,820 VANDEVER AVE,WILMINGTON,2025-05-14,110000,162000
128,ZAHRAREALTY LLC,KIAVI FUNDING INC,902 PHILADELPHIA PIKE,WILMINGTON,2025-05-14,230000,265500
129,BENGOL REAL ESTATE GROUP LLC,SHALLCROSS MORTGAGE COMPANY,48 OSAGE RD,CLAYMONT,2025-05-14,250000,310000
130,JDR GENERAL CONTRACTORS LLC,IDG7 LLC,200 SUNSET LN,MILFORD,2025-05-14,198500,300987
131,PROPERTIES AS-IS LLC,RCN CAPITAL LLC,104 NINA CT,BEAR,2025-05-13,610000,488000
132,UPPER ROOM GROUP LLC,KIAVI FUNDING INC,400 N OGLE AVE,WILMINGTON,2025-05-13,264000,356700
133,EMI INVESTMENTS LLC,LUXURY MORTGAGE CORP,435 WORCHESTER DR,DOVER,2025-05-12,265000,212000
134,ORCHESTRATING MANY MEN PROJECT MANAGER LLC,KIAVI FUNDING INC,78 ANN AVE,DOVER,2025-05-12,128000,209900
135,BRIGHTNOVA INC,COMMERCIAL LENDER LLC,1028 CHESTNUT ST,WILMINGTON,2025-05-12,115000,158500
136,JJPI HOMES LLC,ROSS CAPITAL PARTNERS LLC,808 W 5TH ST,WILMINGTON,2025-05-12,42000,128000
137,PAM MARK PROPERTIES LLC,HAILSTONE JAMES,3005 GREENSHIRE AVE,CLAYMONT,2025-05-12,200000,200000
138,CROMER MANAGEMENT LLC,CALVIN B TAYLOR BKNG CO/BERLI,611 S DUPONT BLVD,MILFORD,2025-05-12,800000,550000
139,BIGG JIMS HOMES LLC,COOLDOG INVESTMENTS LLC,22746 BRIDGEVILLE HWY,SEAFORD,2025-05-12,190000,294000
140,RBJ HOMES LLC,SPG CAPITAL FUND I LLC,307 N VAN BUREN ST,WILMINGTON,2025-05-11,96000,145000
141,EARLY MORNING PROPERTIES LLC,HOMETOWN EQUITY MORTGAGE LLC,40084 GRANT DR UNIT 69,FENWICK ISLAND,2025-05-10,875000,656250
142,UPPER ROOM GROUP LLC,KIAVI FUNDING INC,118 MILANO DR,BEAR,2025-05-09,227000,317000
143,JNM DELAWARE PROPERTIES LLC,RRR GROUP INC,12 BOOKER CIR,HISTORIC NEW CASTLE,2025-05-09,200000,230000
144,PARKSIDE LOFTS LLC,NEXERA HOLDING LLC,3020 W 2ND ST,WILMINGTON,2025-05-09,200000,150000
145,PARKSIDE LOFTS LLC,NEXERA HOLDING LLC,121 N OGLE AVE,WILMINGTON,2025-05-09,335000,251250
146,RODGERS PROPERTIES LLC,PROGRESSUS LLC,39 MEMORIAL DR,NEW CASTLE,2025-05-09,87500,207500
147,BROADKILL VENTURES LLC,NICK BARKINS REALTY LLC,5380 BETTY ST,MILFORD,2025-05-09,135000,135000
148,DM INVEST LLC,BELL ISLAND MORTGAGE INC,14133 PEPPERBOX RD,DELMAR,2025-05-09,80000,490000
149,CROMER MANAGEMENT LLC,CALVIN B TAYLOR BANKING CO/BER,511 N WALNUT ST,MILFORD,2025-05-08,235000,176250
150,R & L PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,32 BIRKSHIRE RD,NEW CASTLE,2025-05-08,165000,190000
151,PREMIER REAL ESTATE INVESTMENTS LLC,EASY STREET CAPITAL LLC,315 W VAN BUREN AVE,NEW CASTLE,2025-05-08,215000,170000
152,CROMER MANAGEMENT LLC,CALVIN B TAYLOR BKNG CO/BERLI,35458 MERCURY DR,REHOBOTH BEACH,2025-05-08,500000,375000
153,CROMER MANAGEMENT LLC,CALVIN B TAYLOR BKNG CO/BERLI,701 FISHER AVE,MILFORD,2025-05-08,235000,176250
154,ADJOCY PROP LLC,MCKINLEY C,329 DAVID HALL RD,DOVER,2025-05-06,160000,165000
155,JV INVESTMENT PROPERTIES LLC,LOAN FUNDER LLC,813 N DUPONT ST,WILMINGTON,2025-05-06,260000,273000
156,SALEM HVAC LLC,SHALLCROSS MORTGAGE COMPANY,9 ARBUTUS AVE,HISTORIC NEW CASTLE,2025-05-02,83000,180000
157,302 G PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,6 E 44TH ST,WILMINGTON,2025-05-02,207500,235000
158,M VINCENT ASSETS LLC,SPECIALIZED TRUST COMPANY,2 PLOVER CIR,NEWARK,2025-05-02,80000,80000
159,MPI PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,442 PIERCE RUN,NEWARK,2025-05-01,125000,300000
160,CAPE FLOORING LLC,COUNTY BANK,28771 LEWES GEORGETOWN HWY,MILTON,2025-05-01,379999,348750
161,DE HOME SOLUTIONS LLC,SHALLCROSS MORTGAGE COMPANY,825 BACON AVE,DOVER,2025-04-30,220000,240000
162,VPR PROPERTY MANAGEMENT LLC,SHALLCROSS MORTGAGE COMPANY,303 N OGLE AVE,WILMINGTON,2025-04-30,210000,280000
163,HNB INVESTMENT PROPERTIES LLC,RFLF 4 LLC,2812 N WASHINGTON ST,WILMINGTON,2025-04-30,120000,169600
164,CAAMANOS PROPERTY LLC,SHALLCROSS MORTGAGE COMPANY,16 W 38TH ST,WILMINGTON,2025-04-30,145000,210000
165,ROCK SOLID INVESTMENTS INC,YERK FARMS INC,17 MCMECHEM CT,NEWARK,2025-04-30,306500,320000
166,HH CONTRIBUTION LLC,RFLF 4 LLC,7 TODD LN,NEWARK,2025-04-30,210000,292000
167,BAYLIS STREET LLC,CHANGE LENDING LLC,10 BAYLIS ST,NEW CASTLE,2025-04-30,265000,212000
168,BEACHFRONT LEWES PROPERTIES LLC,ARTISANS' BANK,,LEWES,2025-04-30,485000,363750
169,HANCOCK PROPERTIES LLC,RRR GROUP INC,121 ADAMS ST,DELAWARE CITY,2025-04-29,50000,139000
170,HA PROPERTIES LLC,CROSSCOUNTRY MORTGAGE LLC,218 W 25TH ST,WILMINGTON,2025-04-29,260000,195000
171,VANIAH REALTY LLC,GUILD MORTGAGE COMPANY LLC,513 N BROOM ST,WILMINGTON,2025-04-28,425000,318750
172,VANIAH REALTY LLC,GUILD MORTGAGE COMPANY LLC,1904 W 6TH ST,WILMINGTON,2025-04-28,403000,302250
173,KJB SOLUTIONS LLC,WELSH LENDING LLC,2319 SMITHS LN,WILMINGTON,2025-04-28,400000,320000
174,GOOSEBEAR PROPERTIES LLC,LIMA ONE CAPITAL LLC,6 5TH AVE,WILMINGTON,2025-04-25,190000,142500
175,GJ PREMIER PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,1903 PROSPECT RD,WILMINGTON,2025-04-25,137000,175000
176,DESTROY & REPAIR LLC,SHALLCROSS MORTGAGE COMPANY,17 CEDAR ST,WILMINGTON,2025-04-25,110000,150000
177,FORAKER HOLDINGS LLC,WOLLASTON ROGER,55 SIMONDS DR,NEW CASTLE,2025-04-25,145000,200000
178,FOUR PILLARS GROUP LLC,NATIONAL LOAN FUNDING LLC,106 LEA RD,NEW CASTLE,2025-04-25,175000,208250
179,UPPER ROOM GROUP LLC,KIAVI FUNDING INC,13 IRIS LN,NEWARK,2025-04-25,195000,237700
180,MID TOWN TREATS LLC,ARTISANS' BANK,24773 GRAVEL HILL RD,MILLSBORO,2025-04-25,260000,220000
181,REFUGE OF HOPE CORPORATION,COUNTY BANK,12646 SHAWNEE RD,GREENWOOD,2025-04-25,425000,300000
182,PREMIERE HOME RENTALS LLC,AMWEST FUNDING CORP,327 E 13TH ST,WILMINGTON,2025-04-24,123000,98400
183,UPPER ROOM GROUP LLC,KIAVI FUNDING INC,108 CANTERBURY DR,WILMINGTON,2025-04-24,350000,495400
184,VICTORY BAPTIST CHURCH INC,LOVIN ROGER,7304 CANNON RD,BRIDGEVILLE,2025-04-24,0,66900
185,STARBOARD LAND CO LLC,COUNTY BANK,105 NEW ORLEANS ST,DEWEY BEACH,2025-04-24,1000000,1000000
186,J W L REALTY INC,HOME TREATMENTS LLC,234 DUNCAN AVE,WILMINGTON,2025-04-23,185000,231250
187,JANIPUR LLC,MMK REALTY LLC,33664 BAYVIEW MEDICAL DR,LEWES,2025-04-23,1550000,1000000
188,AL HOMEBUYERS LLC,ROSS CAPITAL PARTNERS LLC,903 KIRKWOOD ST,WILMINGTON,2025-04-22,100000,125000
189,PM CARPET INSTALLATION LLC,SHALLCROSS MORTGAGE COMPANY,203 EAST AVE,NEW CASTLE,2025-04-21,165000,225000
190,DYNAMIC PROPERTY SOLUTIONS LIMITED LIABILITY,PARIKH ANUSH,411 PHEASANT CIR,BEAR,2025-04-18,250000,300000
191,OMDA PROPERTIES LLC,AMWEST FUNDING CORP,1217 VANDEVER AVE,WILMINGTON,2025-04-18,94000,75000
192,805 N SCOTT ST ASSOCIATES LLC,SHALLCROSS MORTGAGE COMPANY,805 N SCOTT ST,WILMINGTON,2025-04-17,205000,240000
193,HERRITAGE INVESTMENT PROPERTIES LLC,AZ ACQ LLC,10806 CEDAR CREEK RD,LINCOLN,2025-04-17,128250,235000
194,PM CARPET INSTALLATION LLC,ROSS CAPITAL PARTNERS LLC,1227 W 4TH ST,WILMINGTON,2025-04-16,130000,160000
195,SANCOR REAL ESTATE LLC,BRRRR FUNDER LLC,2325 DIAMOND ST,WILMINGTON,2025-04-16,468000,280800
196,TRIANGLE MONTGOMERY ASSOCIATES LLC,PEOPLES BANK,6 NEW CASTLE ST,REHOBOTH BEACH,2025-04-16,3600000,1600000
197,H & H FAMILY LLC,BTHS INVESTMENT LLC,2604 N MADISON ST,WILMINGTON,2025-04-15,120500,100000
198,LAZYMERCHANT LLC,HOMEXPRESS MORTGAGE CORP,2517 N WEST ST,WILMINGTON,2025-04-15,146250,102375
199,LAZYMERCHANT LLC,HOMEXPRESS MORTGAGE CORP,2107 JESSUP ST,WILMINGTON,2025-04-15,150100,105070
200,LAZYMERCHANT LLC,HOMEXPRESS MORTGAGE CORP,210 W 25TH ST,WILMINGTON,2025-04-15,146250,102375
201,PARK PLACE ENTERPRISES LLC,RFLF 4 LLC,43 NOTRE DAME AVE,NEW CASTLE,2025-04-15,215000,243500
202,DELAWARE FINE HOMES LLC,RRR GROUP INC,22041 NEAL RD,LINCOLN,2025-04-15,180000,220000
203,COMMERCE VENTURE GROUP LLC,STONE BAY HOLDINGS LLC,1065 OLD FORGE RD,NEW CASTLE,2025-04-14,155000,221500
204,SELECTIVE REAL ESTATE SOLUTIONS LLC,LARRYS LATE NIGHT LENDING LLC,136 SPRINGFIELD CIR,MIDDLETOWN,2025-04-11,76200,220000
205,JNJ HOLDINGS LLC,SHALLCROSS MORTGAGE COMPANY,201 CLAYTON AVE,WILMINGTON,2025-04-11,152000,270000
206,H & H FAMILY LLC,BTHS INVESTMENT LLC,205 E 25TH ST,WILMINGTON,2025-04-11,115000,100000
207,ASPIRE DELAWARE REALTY LLC,UNITED WHOLESALE MORTGAGE LLC,403 NAUGHTY LN,MIDDLETOWN,2025-04-11,265000,185500
208,SPRE LLC,LARRYS LATE NIGHT LENDING LLC,308 SMYRNA AVE,WILMINGTON,2025-04-11,130000,233000
209,BROADKILL VENTURES LLC,EQUITY TRUST CO,1102 WYTHE LN,SEAFORD,2025-04-11,170000,165000
210,IRON MAIDEN NYC LLC,RESID CAP PTRS SECURED LN FUND,857 BARCELONA ST,TOWNSEND,2025-04-08,322670,349736
211,JIHAN & FAMILY LLC,ICE LENDER HOLDINGS LLC,27 S PENNEWELL DR,WILMINGTON,2025-04-07,480000,382000
